Customer Code,Business Name,Owner Name,Phone Number,Customer Type,Channel Type,Residential Type,Latitude,Longitude,Location,Created At
BA1626,ST ELIZABETH  MATERNITY HOME,Maa Lizy,233246398532,Retailer,Private Health Facility,Urban,7.3474131,-2.3210499,MIM,2020-11-24 16:57:39
BA1627,GAMBIA CLINIC,Dora,233243582386,Retailer ,Private Health Facility,Rural,7.3492178,-2.3238569,GAMBIA,2020-11-24 16:59:16
MUWS261,BUSA HEALTH CENTRE,Joshua,233247053787,Retailer,Public Health Facility,Rural,10.020575,-2.3908971,Busa,2020-11-25 10:25:31
MUWS262,HALILU IDDRISU CHEMICALS,Fahima,233551011321,Retailer,Chemical Shop,Rural,10.0199953,-2.3902487,Busa,2020-11-25 10:35:15
BA1628,BOSOMTWI HOSPITAL,JOHN MARK,233542745033,Retailer,Private Health Facility,Urban,7.3530539,-2.3301327,SUNYANI,2020-11-25 10:48:20
MUWS263,MANWE CHPS,Khadijah,233241258236,Retailer,Public Health Facility,Rural,9.9819954,-2.3254117,Manwe,2020-11-25 10:54:22
BA1629,CROSS CARE HOSPITAL,mr Enoch,233244958968,Retailer,Private Health Facility,Urban,7.3496707,-2.3522451,SUNYANI,2020-11-25 10:59:47
BA1630,CROSS CARE HOSPITAL - SYI,MR ENOCH,233244958968,Retailer,Private Health Facility,Urban,7.3496315,-2.3521894,SUNYANI,2020-11-25 11:03:43
MUWS264,GORIPIE CHPS,Ms Vicentia,233241144481,Retailer,Public Health Facility,Rural,9.9688269,-2.2667121,Goripie,2020-11-25 11:11:19
MUWS265,BULENGA HEALTH CENTRE,Ms Rashida,233547686755,Retailer,Public Health Facility,Rural,9.9370965,-2.2073671,Bulenga,2020-11-25 11:31:41
MUWS266,GAATAA CHEMICALS,Adams,233240531669,Retailer,Chemical Shop,Rural,9.9357087,-2.1984759,Bulenga,2020-11-25 11:54:27
MUWS267,KATUA CHPS,Joshua K.,233543098087,Retailer,Public Health Facility,Rural,9.9357087,-2.1984759,Katua,2020-11-25 12:56:28
MUWS268,KPALWOGU,Lydia,0596458883,Retailer ,Public Health Facility,Rural,9.9475099,-1.8514051,Kpalwogu,2020-11-25 16:32:54
MUWS269,ST PAUL HEALTH CENTRE,Joseph Gmangum,233547622883,Retailer,Private Health Facility,Rural,10.132304,-1.748978,Kundungu,2020-11-26 10:39:55
MUWS270,KUNDUNGU HEALTH CENTRE,Mr Suraj,233554057716,Retailer,Public Health Facility,Rural,10.13225,-1.74884,Kundungu,2020-11-26 10:53:03
MUWS271,YAALA HEALTH CENTRE,Rita,233245721778,Retailer,Public Health Facility,Rural,10.127781,-1.836483,Yaala,2020-11-26 11:13:27
MUWS272,ADAMS HASSIM CHEMICALS,Adams,233209257062,Retailer,Chemical Shop,Urban,10.061918,-2.509493,Wa,2020-11-26 11:18:31
WT284,BLUE CROSS PHARMACY,Isaac Mensah,233243754481,Retailer,Pharmacy,Urban,4.9376865,-1.7811647,Kakumdo,2020-11-27 12:37:26
WT285,PRASO PHARMACY,Augustine,233244076989,Retailer,Pharmacy,Urban,4.9376865,-1.7811647,Praso,2020-11-27 12:39:08
WT286,MOSAN FONTLINE PHARMACY,Mr Adjei,233208160001,Retailer,Pharmacy,Urban,4.9376865,-1.7811647,Tanokrom,2020-11-27 12:41:32
MWN00140,BIBIANI GOVT HOSPITAL,doctor Mantey,233248477803,Retailer,Public Health Facility,Periurban,6.2081128,-2.4868977,Sefwi,2020-11-29 14:56:30
MWN00141,ANYINABREM HC,Katy,233244419785,Retailer,Public Health Facility,Rural,6.2081128,-2.4868977,sefwi,2020-11-29 14:58:17
MWN00142,AFERE CHPS,Roberta,233542312425,Retailer,Public Health Facility,Rural,6.317773,-2.814310,sefwi,2020-11-29 14:59:53
MWN00143,AFERE,Roberta,233542312425,Retailer,Public Health Facility,Rural,6.2081128,-2.4868977,sefwi,2020-11-29 15:44:50
MO00177,RADILIS CHEMICAL SHOP,Mabel,233509941067,Retailer,Chemical Shop,Urban,6.9945324,0.2932281,Kpando,2020-11-30 12:34:11
MUWS273,ABDUL RAHMAN FADILA CHEMICALS,Mr Sam,233542841932,Retailer,Chemical Shop,Urban,10.0696916,-2.5042111,Wa,2020-11-30 12:54:49
NS/MT506,HAYNA PHARMACY LTD,Naomi Sakyi Hayford,233242541606,Retailer,Pharmacy,Periurban,6.5421229,-1.4778157,Kuntenase,2020-11-30 16:57:58
WT287,JOE DEE PHARMACY,kwesi,233208219916,Retailer ,Pharmacy,Urban,4.9226037,-1.7927698,Assakae,2020-11-30 20:43:06
BA1631,SEIKWA HEALTH CENTER,joe,233245639635,Retailer,Public Health Facility,Urban,7.7284398,-2.5182325,SEIKWA,2020-12-01 10:12:42
BA1632,JULIET KOBI CHEMICALS,OBOUR,233542624801,Retailer,Chemical Shop,Urban,7.7204493,-2.5170662,SEIKWA,2020-12-01 10:53:13
BA1633,ASUOKOR HEALTH CENTER,felicia,233242865280,Retailer,Public Health Facility,Urban,7.733861,-2.6185077,Àsuokor,2020-12-01 11:55:04
BA1634,ADUM ABRAHAM CHEMICALS,BRA EMMA,233248804727,Retailer,Chemical Shop,Urban,7.7590579,-2.6538535,Goka,2020-12-01 12:18:21
BA1635,GOKA HEALTH CENTER,GRACE ABOAGYEWAA,233240036833,Retailer,Public Health Facility,Urban,7.7662056,-2.6545111,GOKA,2020-12-01 12:31:42
BA1636,ASIRI HEALTH CENTER,SAMUEL,233593458668,Retailer,Public Health Facility,Urban,7.8013755,-2.706914,ASIRI,2020-12-01 13:25:32
MWN00144,BODI HEALTH CENTER,Emelia,233243759715,Retailer,Public Health Facility,Rural,6.2081169,-2.4868972,sefwi,2020-12-01 14:50:26
MO00178,J K ADUBIA CHEMICAL SHOP,Bernice Akubia,233209104494,Retailer,Chemical Shop,Periurban,7.112636,0.454781,We Gbe,2020-12-02 15:04:46
AS2264,KORANG PHARMACY,Daniel,233555984317,Retailer ,Pharmacy,Periurban ,6.644533,-1.562746,Kumasi,2020-12-02 16:43:05
AS2265,OAK PHARMACY,Ema,233241189491,Retailer ,Pharmacy,Urban,6.6587039,-1.5943772,atonsu market,2020-12-02 17:21:04
MEV363,ONE STOP CLINIC,Dr. Juliana,233551689374,Retailer,Private Health Facility,Urban,6.2335285,-0.3890042,Tafo,2020-12-02 17:47:26
NS/MT507,AKOMADAN HEALTH CENTRE,Mary,233246985137,Retailer,Public Health Facility,Periurban,7.4050282,-1.960801,Akomadan,2020-12-04 10:35:07
MWN00145,ANWHIASO HEALTH CENTER,Betty,233542564061,Retailer,Public Health Facility,Rural,6.2081051,-2.4868851,sefwi,2020-12-04 12:31:33
MO00179,BUASILENU SAMUEL CHEMICAL,Vivian Gayibor,233557211984,Retailer,Chemical Shop,Rural,7.119897,0.349693,Alavanyo Kpeme,2020-12-04 12:52:07
MO00180,GOD IS LOVE CHEMICAL,Michael Broni,233247157887,Retailer,Chemical Shop,Urban,7.1536892,0.467895,hohoe,2020-12-04 17:52:59
SW502,GREATER ACCRA COUSELLING TRAINING,Araba,233241792933,Retailer,Other,Urban,0.0,0.0,Greater Accra,2020-12-06 13:27:47
WT288,NKROFUL HEALTH CENTER,Kelvin,233546797657,Retailer,Public Health Facility,Periurban,4.937681,-1.7811604,Nkroful,2020-12-06 23:37:42
BA1637,NYARKO MATERNITY HOME,ANTHONY,233245965565,Retailer,Private Health Facility,Urban,7.7199284,-2.5136051,SEIKWA,2020-12-08 14:09:25
BA1638,ST. ELIZABETH HOSPITAL,Dr Ivan,233244445311,Retailer,Public Health Facility,Urban,6.9328352,-2.3580689,HWIDIEM,2020-12-10 11:26:46
NS/MT508,AFRAMSO HEALTH CENTRE,jennifer,233245548238,Retailer,Public Health Facility,Rural,7.3062037,-1.3916343,Aframso,2020-12-10 13:32:55
MEV364,YESU KROM MEDICAL CENTRE,Christiana,233240887550,Retailer,Private Health Facility,Urban,6.3791966,-0.547527,ANYINAM,2020-12-10 14:27:54
MUWS274,JOHN SUGLE CHEMICALS,Mr Kwaku,233207668374,Retailer,Chemical Shop,Rural,9.494794,-2.4194986,Tuna,2020-12-11 11:51:23
MEV365,PROVIDENCE MEDICAL CENTRE ANNEX,Dr Akpalo,233207303666,Retailer,Private Health Facility,Urban,6.0605145,-0.2469448,Koforidua,2020-12-11 13:03:41
NS/MT509,FRANSAR PHARMACY LTD,Pharm Osei,233546349796,Retailer,Pharmacy,Periurban,6.6686612,-1.6690267,Aburaso,2020-12-11 17:08:17
MEV366,HEALTHLINE HEALTH CENTRE,Hannah,233248296887,Retailer,Private Health Facility,Urban,0.0,0.0,Anyinam,2020-12-11 20:49:58
WT289,MOREE HEALTH CENTER,Allswell,233243182458,Retailer,Public Health Facility,Urban,5.6370422,-0.2295962,Moree,2020-12-12 08:42:00
WT290,WESTLINK CHEMIST,Suzzie,233312320227,Retailer,Pharmacy,Urban,5.3057541,-1.9949022,Tarkwa,2020-12-12 09:19:23
WT291,VINS PHARMACY,Justice,233243436061,Retailer,Pharmacy,Urban,5.6370033,-0.2359452,Elubo,2020-12-12 09:56:53
WT292,KINGSWAY PHARMACY,Coleman,,Retailer,Pharmacy,Urban,5.6370033,-0.2359452,Cape Coast,2020-12-12 10:01:13
WT293,ELIZART PHARMACY,Alfred,233249480866,Retailer,Pharmacy,Urban,5.6370033,-0.2359452,Effiakuma,2020-12-12 10:05:24
WT294,JEPHPONG PHARMACY,Obed,233244929005,Retailer,Pharmacy,Urban,5.6370033,-0.2359452,Anyinase Health Center,2020-12-12 10:14:04
WT295,PHARMATAB PHARMACY,Janice,233560589127,Retailer,Pharmacy,Urban,5.6370011,-0.2359456,Takoradi,2020-12-12 10:17:07
BA1639,FRED THOMAS MENSAH CHEMICALS,Mr Fred,233559253680,Retailer,Chemical Shop,Urban,7.301397,-2.2962012,BEPOASE,2020-12-13 14:41:57
BA1640,IN GOD I TRUST CHEMICALS,SAMPA,233242358694,Retailer,Chemical Shop,Urban,7.3024932,-2.2942847,Sampa,2020-12-13 14:45:58
SW503,INTERBRAIN PHARMACY,Bright,233244945855,Retailer,Pharmacy,Urban,0.0,0.0,Accra,2020-12-14 09:47:13
MUWS275,KONTA NORTH CLINIC,Deborah,233242211006,Retailer,Public Health Facility,Urban,10.0506794,-2.4915396,Konta,2020-12-14 10:33:37
NT338,SAINT JOSEPH'S CLINIC AND MATERNITY HOME,Rabi,233248001721,Retailer,Public Health Facility,Rural,8.6931364,-0.1393966,Chamba,2020-12-15 09:53:56
MUWS276,TIZZA HEALTH CENTRE,Mr Philip Kpangen,233546546938,Retailer,Public Health Facility,Rural,10.5323811,-2.6998162,Tizza,2020-12-15 11:45:55
MEV367,SENCHI HEALTH CENTRE,Agnes,233246207774,Retailer,Public Health Facility,Urban,6.2355232,0.0920962,Senchi ferry,2020-12-15 11:59:15
MO00181,BEANATHAN PHARMACY,Jonathan,233244957315,Retailer,Pharmacy,Urban,8.2628376,0.5229762,Nkwanta,2020-12-15 14:32:58
MEV368,WUSUTA HEALTH CENTRE,Margaret,233247735801,Retailer,Public Health Facility,Urban,6.835858,0.2578721,wusuta,2020-12-15 15:32:14
BA1641,TTL PHARMACY LTD,ESTHER,233207825679,Retailer,Pharmacy,Urban,7.3380513,-2.3264705,SUNYANI,2020-12-15 18:09:43
BA1642,NSIAH ASARE CHEMICALS,MR NSIAH,233243563728,Retailer,Pharmacy,Urban,7.2771955,-2.2414092,TANOSO,2020-12-16 11:10:10
MEV369,DEKPOR  CHPS,Sewordor,233249155372,Retailer,Public Health Facility,Urban,6.1589862,0.963981,Dekpor,2020-12-16 12:39:39
MBE213,RESURRECTION MEDICARE,Evans,233247124042,Retailer,Private Health Facility,Rural,8.6641659,-1.5198456,Kadelso,2020-12-16 12:54:37
MBE214,KADELSO CHPS,phillip,233546927922,Retailer,Public Health Facility,Rural,8.6567181,-1.5230107,Kadelso,2020-12-16 13:11:45
MO00182,BOAFO YE NA CHEMICAL,Mercy,233552514825,Retailer,Pharmacy,Urban,7.14174,0.49114,Tapa-Abotoase,2020-12-16 15:39:32
SW504,CLASSFAM PHARMACY,Esther,233547709870,Retailer,Pharmacy,Urban,5.5378972,-0.7018050,swedru,2020-12-18 05:59:10
MEV370,T.T PHARMACY,Michael,233245929004,Retailer,Pharmacy,Urban,6.398399,-0.143687,Assewa,2020-12-18 10:11:54
MEV371,ERIC'S PHARMACY,Eric,233244238034,Retailer,Pharmacy,Urban,6.2391344,0.0925134,Atimpoku,2020-12-18 10:45:06
WT296,BRIDGING PHARMACY,Felix,233555952158,Distributor,Pharmacy,Urban,5.6370008,-0.235949,Apramdo,2020-12-19 18:54:01
WT297,BY FAITH CHEMICAL SHOP,Michael,233242036778,Retailer,Chemical Shop,Periurban,5.6370008,-0.235949,Tokobo No 1,2020-12-19 19:02:19
MO00183,NKWANTA GOVERNMENT HOSPITAL,Freda,233244247564,Retailer,Public Health Facility,Urban,8.2654915,0.5198009,Nkwanta,2020-12-21 09:45:25
MO00184,ERNEST CHEMIST,Charlotte,233545253126,Retailer,Pharmacy,Urban,7.16174,0.4911423,Hohoe,2020-12-21 09:54:00
MWN00146,ASUONTAA CHPS,maame,233244533953,Retailer,Public Health Facility,Rural,6.546581,-2.968786,sefwi,2020-12-21 12:58:52
WT298,NELCY PHARMACY,Odalow,233546010716,Retailer,Pharmacy,Periurban,5.0543086,-2.6910858,Tikobo No 1,2020-12-23 17:54:21
SW505,PENTECOST HOSPITAL - ALPHA,Bernice,233543991451,Retailer,Private Health Facility,Urban,5.664262,-0.157435,Madina Estate,2021-01-11 20:55:30
MWN00147,JOHNSON ARMAH LICENCED CHEMICAL SHOP,Mr. Armah,233273762258,Retailer,Chemical Shop,Periurban,6.205079,-2.492165,sefwi,2021-01-14 16:34:46
MWN00148,ROBERT AFFUM CHEMICAL SHOP,Mr. Affum,233543698744,Retailer,Chemical Shop,Periurban,6.208298,-2.987424,sefwi,2021-01-14 16:38:49
MWN00149,ROBERT AFFUM,Mr. affum,233543698744,Retailer,Chemical Shop,Periurban,6.208298,-2.492409,sefwi,2021-01-14 16:43:15
MWN00150,FRANCIS K. OBENG CHEMICAL SHOP,Francis,233554231966,Retailer,Chemical Shop,Periurban,6.2081057,-2.4868861,sefwi,2021-01-14 16:49:38
MWN00151,PRINCE MENSAH CHEMICAL SHOP,Paa Prince,233548759604,Retailer,Chemical Shop,Periurban,6.149781,-2.604566,sefwi,2021-01-14 16:52:59
MWN00152,BENDEE CHEMICAL SHOP,Jane,233279346361,Retailer,Chemical Shop,Periurban,6.372633,-2.553937,sefwi,2021-01-14 16:58:01
MWN00153,AFFUM BIRIH CHEMICAL SHOP,Mr. Affum,233244336984,Retailer,Chemical Shop,Periurban,6.393473,-2.639164,sefwi,2021-01-14 17:01:07
MWN00154,KOENDERS CHEMICAL SHOP,maa Eunice,233540262316,Retailer,Chemical Shop,Periurban,6.394849,-2.639164,sefwi,2021-01-14 17:05:19
MWN00155,VIVIAN ADOMAKO CHEMICAL SHOP,vivian,233548232168,Retailer,Chemical Shop,Periurban,6.454593,-2.318003,sefwi,2021-01-14 17:15:28
MWN00156,GRATCHA PHARMACY,Yesu nti,233242103195,Wholesaler,Pharmacy,Periurban,6.454305,-2.317189,sefwi,2021-01-14 17:18:06
MWN00157,RIGHT VALUE PHARMACY,Sulemana,233242103195,Retailer,Pharmacy,Periurban,6.453292,-2.317189,sefwi,2021-01-14 17:20:29
MWN00158,JONAS PHARMACY,cicilia,233245783872,Retailer,Pharmacy,Periurban,6.456253,-2.314679,sefwi,2021-01-14 17:22:56
MWN00159,180 PHARMACY,George,233245783872,Wholesaler,Pharmacy,Periurban,6.444439,-2.316635,sefwi,2021-01-14 17:25:13
MUWS277,ISSAH OSMAN CHEMICALS,Zakia,233591232977,Retailer,Chemical Shop,Urban,10.0633517,-2.4987154,Metro Mass Station,2021-01-17 16:53:02
MWN00160,SETH MICHAEL LICENCED OTC,bro seth,233248912364,Retailer,Chemical Shop,Rural,6.150329,-2.606503,sefwi,2021-01-19 12:26:14
MWN00161,NZAWURA HEALTH CENTRE,Mr. Amoah,233243082265,Retailer,Public Health Facility,Rural,6.150851,-2.610854,sefwi,2021-01-19 12:28:46
MWN00162,APRUTU HEALTH CENTRE,Desmond,233543216987,Retailer,Public Health Facility,Rural,6.194889,-2.676463,sefwi,2021-01-19 12:30:56
MWN00163,BODI HEALTH CENTRE,Emelia,233243759715,Retailer,Public Health Facility,Rural,6.219961,-2.753776,sefwi,2021-01-19 12:41:58
MWN00164,EMELIA ANDOH LICENCED CHEMICAL SHOP,Emelia,233243625446,Retailer,Chemical Shop,Rural,6.221076,-2.756887,sefwi,2021-01-19 12:44:05
MWN00165,KINGSLEY BIE AIDOO LICENCED CHEMICAL SHOP,Mr Aidoo,233545213658,Retailer,Chemical Shop,Rural,6.219979,-2.757513,sefwi,2021-01-19 12:47:31
MWN00166,MR. AMOAH BRIGHT LICENCED CHEMICAL SHOP,Mr. Amoah,233554369814,Retailer,Chemical Shop,Rural,6.219281,-2.757727,sefwi,2021-01-19 12:50:10
MUWS278,FAUSTA NAAB CHEMICALS,Fausta,233207528777,Retailer,Chemical Shop,Periurban,10.6419062,-2.8929282,Lawra,2021-01-19 14:24:37
MUWS279,IBRAHIM FATAWU CHEMICALS,Rashida,233551936404,Retailer,Chemical Shop,Periurban,10.8518367,-2.759707,Nandom,2021-01-19 17:23:39
NS/MT510,3 STONE HOSPITAL,Josephine Akuoku,233547626611,Retailer,Private Health Facility,Urban,0.0,0.0,Krofrom,2021-01-19 17:32:10
AE1637,AS EYE PHARMACY,felix,233501537838,Wholesaler,Pharmacy,Urban,5.6888382,-0.1178936,Nanakrom,2021-01-20 11:42:16
AE1637,ASEYE PHARMACY,Aseye,233554867138,Wholesaler,Pharmacy,Urban,5.6887735,-0.1174407,Nanakrom,2021-01-20 17:06:43
MUWS280,ALBERT BEATRICE CHEMICALS,Madam Beatrice,233243181706,Retailer ,Chemical Shop,Urban,10.031941,-2.499613,Ancilla Road,2021-01-20 17:57:22
MWN00167,HOPE LICENCED CHEMICAL SHOP,Edward,233543227985,Retailer,Chemical Shop,Rural,6.218931,-2.758449,sefwi,2021-01-21 09:19:12
MWN00168,DOREMMA LICENCED CHEMICAL SHOP,Doreen,233240301312,Retailer,Chemical Shop,Periurban,6.210448,-2.477282,sefwi,2021-01-21 09:22:09
MWN00169,DOREMA CHEMICAL SHOP,Doren,233240301312,Retailer,Chemical Shop,Periurban,6.210448,-2.477282,sefwi,2021-01-21 09:30:50
MWN00170,REGINA DORMAN LICENCED CHEMICAL SHOP,Regina,233542424335,Retailer,Chemical Shop,Periurban,6.205054,-2.468450,sefwi,2021-01-21 09:45:06
MWN00171,PHILOMINA FOSUA LICENCED CHEMICAL SHOP,Maa Philo,233541804441,Wholesaler,Chemical Shop,Urban,6.221177,-2.481874,sefwi,2021-01-21 09:49:57
MUWS281,ALBERT BEATRICE  CHEMICALS,Madam Beatrice,233243181706,Retailer,Chemical Shop,Urban,0.0,0.0,Ancilla Road,2021-01-21 16:19:54
MUWS282,HALINGA CHPS,Madam Rosemond,233245153272,Retailer,Public Health Facility,Periurban,9.076738,-1.816932,Damongo,2021-01-22 14:15:39
MWN00172,J. E. MENSAH LICENCED CHEMICAL SHOP,Mercy,233268754898,Retailer,Chemical Shop,Periurban,6.208080,-2.486869,sefwi,2021-01-22 14:21:15
MWN00173,BLESSED ONE PHARMACY.,Jonathan,233245361050,Distributor,Pharmacy,Periurban,6.208124,-2486883,sefwi,2021-01-22 15:22:34
MEV372,ADAWSO HEALTH CENTRE,Veronica,233249741575,Retailer,Public Health Facility,Urban,5.9496577,-0.2110257,Adwoso,2021-01-23 15:51:26
MUWS283,DAMONGO HEALTH CENTRE,Martha,233242589046,Retailer,Public Health Facility,Periurban,9.1986715,-1.050256,Damongo,2021-01-25 14:28:47
MEV373,BB PHARMACY,Mac Nesta,233243399686,Retailer,Pharmacy,Urban,6.0870466,-0.2805154,Koforidua,2021-01-26 15:37:29
BA1643,DUNAMUS PHARMACY LTD,Maxine,233547776711,Retailer,Pharmacy,Urban,6.8026903,-2.5176279,GAOSO,2021-01-27 14:33:48
BA1644,ASOMDWIE HERBAL SHOP,Maxwell,233558674126,Retailer,Non-Traditional Outlet,Urban,6.8050049,-2.5157961,GOASO,2021-01-27 14:37:53
NT339,DIAMED ALTERNATIVE MEDICINE SPECIALIST HOSPITAL,Hajia Kande,233244146430,Retailer,Private Health Facility,Urban,9.4583238,-0.8444374,Tamale,2021-01-30 14:03:52
MUWS284,FUSEINI MABRUK CHEMICALS,Ms Fuseini,233547322786,Retailer,Chemical Shop,Urban,10.058347,-2.5195069,Kambali,2021-01-31 14:44:30
MUWS285,SEA BREEZE CLINIC,Mr Jacob,233245845780,Retailer,Private Health Facility,Urban,10.0690182,-2.5030952,Sandemuni T Junction,2021-02-01 11:34:14
BA1645,AMPONSAH BOAMAH CHEMICALS,BRO KWADWO,233508171375,Retailer,Chemical Shop,Urban,7.3488932,-2.3213919,NSOATRE,2021-02-01 11:53:53
MEV373,MEDPHARM PHARMACY,Jeffrey,233242728240,Retailer,Pharmacy,Urban,5.910564,-0.1433914,Mampong,2021-02-01 14:33:17
MEV374,GRACE ABABIO CHEMICAL,grace,,Retailer,Chemical Shop,Urban,5.958129,-0.1454763,Kwamoso,2021-02-01 14:54:15
MUWS286,SENA CLINIC,Dr Lotsu,233244967910,Retailer,Private Health Facility,Urban,10.0541487,-2.5050425,Tendamba,2021-02-02 10:56:09
BA1646,AHENEWAA CHEMICALS  - WAMFIE,AKWASI WUSU,233546788299,Retailer,Chemical Shop,Urban,7.2985466,-2.700044,WAMFIE,2021-02-02 11:18:35
BA1647,AHENEWA CHEMICAL SHOP WAMFIE,AKWASI WUSU,233546788299,Retailer,Chemical Shop,Urban,7.2985466,-2.700044,WAMFIE,2021-02-02 11:23:44
BA1648,NEW GENERATION CHEMICALS,junior,233505904502,Retailer,Chemical Shop,Urban,7.2958303,-2.7005026,WAMFIE,2021-02-02 11:49:08
MEV375,MANSO HEALTH CENTRE,Lily Osei Owusu,233242529620,Retailer,Public Health Facility,Rural,5.901888,-0.8754483,manso,2021-02-02 13:53:38
MEV376,OSENASE HEALTH CENTRE,bernice,233243003951,Retailer,Public Health Facility,Urban,5.960344,-0.7567803,osenase,2021-02-02 15:46:54
MUWS287,BRAINCODE PHARMACY,Dr Oppong,233243057712,Retailer,Pharmacy,Urban,10.0649625,-2.5124739,Dobile,2021-02-03 15:21:59
MUWS288,MAALYIRI MEDICAL CENTER,Pascal Dery,233543097006,Retailer,Private Health Facility,Periurban,10.534399,-2.6959337,Jirapa,2021-02-04 12:39:00
MEV377,KWAMPAW PHARMACY,Fred,233268171900,Retailer,Pharmacy,Urban,6.347174,-0.4841836,Osino,2021-02-04 13:15:14
MUWS289,GA HEALTH CENTER,Mr Peter Temekuu,233553825211,Retailer,Public Health Facility,Rural,9.7978345,-2.4956798,Ga,2021-02-05 12:28:17
MUWS290,WECHAU HEALTH CENTRE,Ma Getrude,233542301864,Retailer,Public Health Facility,Periurban,9.8295811,-2.682041,Wechau,2021-02-05 13:00:10
MUWS291,PIISIE CHPS,Ms Patience,233240777519,Retailer,Public Health Facility,Rural,9.9621164,-2.6833441,Wechau,2021-02-05 14:13:24
MEV378,KYEREMANSE CHPS,Ama,233244727664,Retailer,Public Health Facility,Urban,5.737173,-0.713263,kyeremanse,2021-02-06 09:25:30
MWN00174,EMMANUEL TURKSON CHEMIST,Turkson,233547808512,Retailer,Chemical Shop,Periurban,6.454315,-2.317345,sefwi,2021-02-07 14:49:13
MWN00175,PUAKROM CHPS COMPOUND,Sussana,233248484709,Retailer,Public Health Facility,Rural,6.317368,-2.707651,sefwi,2021-02-07 14:58:10
MWN00176,SUIANO A CHPS COMPOUND,Francisca,233243615992,Retailer,Public Health Facility,Rural,6.279450,-2.773133,sefwi,2021-02-07 15:00:23
MWN00177,COZY CHEMIST LTD,Benard,233541409078,Retailer,Pharmacy,Periurban,6.333178,-2.829163,sefwi,2021-02-07 15:06:05
MWN00178,AGYA ADADE CHEMICAL SHOP,Agya Adade,233541409078,Retailer,Chemical Shop,Periurban,6.3348281,-2.826398,sefwi,2021-02-07 15:09:21
MWN00179,FREDERICK ASIEDU CHEMICAL SHOP,Faustina Dankwa,233245905499,Retailer,Chemical Shop,Periurban,6.338285,-2.826393,sefwi,2021-02-07 15:12:45
MWN00180,J. KINTOH CHEMICAL SHOP,john,233240142687,Retailer,Chemical Shop,Periurban,6.337984,-2.826830,sefwi,2021-02-07 15:15:00
MWN00181,ABREBRA HEALTH CENTRE,Alice,233504200294,Retailer,Public Health Facility,Rural,6.304493,-2.608143,sefwi,2021-02-07 15:19:41
MWN00182,BOATENG BRIDGET PHARMACY,Francis,233542160762,Retailer,Pharmacy,Periurban,6.396148,-2.513439,sefwi,2021-02-07 15:23:30
MWN00183,BOAKO HEALTH CENTRE,Shirpra,233541597000,Retailer,Public Health Facility,Urban,6.395202,-2.368559,sefwi,2021-02-07 15:27:48
WT299,GREEN SUNSET PHARMACY,Mr Ernest,233208850390,Retailer,Pharmacy,Urban,4.9673743,-1.7276399,Kojokrom,2021-02-07 22:03:23
WT300,HENBAAB CLINIC,Madam Baaba,233203001834,Retailer,Private Health Facility,Urban,4.9652317,-1.7258304,Kojokrom,2021-02-07 22:12:13
MUWS292,FERDINAND AASIRE CHEMICALS,Prismon,233547670060,Retailer,Chemical Shop,Rural,10.4883906,-2.5011662,Bussie,2021-02-08 12:50:45
MUWS293,THY WILL MEDICAL CENTER,Mr Stephen,233242035317,Retailer,Private Health Facility,Rural,10.3944541,-2.4712485,Fian,2021-02-08 13:17:10
MEV379,DZIGBORDI CHEMICAL,Moses,233551929116,Retailer,Chemical Shop,Urban,6.117877,1.180572,Aflao,2021-02-09 19:24:10
MEV380,MAGNUS ADOM CHEMICAL,Magnus,233244744371,Retailer,Chemical Shop,Urban,6.1142512,1.194099,Aflao,2021-02-10 08:10:48
MEV381,NUTIFAFA CHEMICAL,David,233241883585,Retailer,Chemical Shop,Urban,6.1176074,1.1838835,Aflao market,2021-02-10 10:18:34
MUWS294,BAMAHU HEALTH CENTRE,Clair,233553693985,Retailer,Public Health Facility,Urban,10.0146091,-2.4853309,Bamahu,2021-02-10 11:01:29
MEV382,HONOKA PHARMACY,Adzo,233207458526,Wholesaler,Pharmacy,Urban,6.1197837,1.1880464,Aflao,2021-02-10 11:40:03
WT301,ROQUAW PHARMACY,parker,233556151454,Retailer,Pharmacy,Urban,4.9339025,-1.7634659,Kwesimintsim,2021-02-10 13:04:57
MEV383,KYDES PHARMACY,Dzodze,233503671334,Retailer,Pharmacy,Urban,6.2328204,0.9961011,Dzodze,2021-02-10 13:52:15
NT340,ERI-MAY PHARMACY,Mavis,233241800659,Retailer,Pharmacy,Urban,10.7339187,-1.2862998,Sandema,2021-02-10 14:17:53
NT341,WONOMARE PHARMACY,Wonomare,233208371123,Retailer,Pharmacy,Urban,10.733629,-1.2856729,Sandema,2021-02-10 15:28:45
NT342,BILINSA APOTIBA HEALTH CENTRE,Anita,233246998153,Retailer,Public Health Facility,Urban,10.7449037,-1.2663177,Sandema,2021-02-10 15:42:28
MEV384,ASEYE PHARMACY (HO),Seyram,233507618131,Wholesaler,Pharmacy,Urban,6.6023233,0.4882458,Ho,2021-02-10 16:13:46
NT343,FB ULTIMATE PHARMACY,FB,233245019829,Retailer,Pharmacy,Urban,10.8947844,-1.0891968,Navorongo,2021-02-10 16:22:18
MEV385,SUPPERCARE SPECIALIST HOSPITAL,Dr,233277453966,Retailer,Private Health Facility,Urban,6.6029944,0.4877658,Ho,2021-02-10 16:30:15
